NAME,0.0,1.0S,10.0S,1.0MI,10.0MI,1.0HR,10.0HR,1.0D,10.0D,50.0D,100.0D,142.0D
PD-104,0.000e+00,2.015e-17,1.928e-15,5.668e-14,2.048e-12,1.915e-11,7.292e-09,1.266e-07,1.321e-04,1.488e-02,1.074e-01,2.888e-01
PD-105,0.000e+00,2.120e-13,2.214e-12,1.642e-11,6.010e-10,8.936e-08,8.679e-05,7.582e-04,4.229e-02,2.609e-01,5.504e-01,8.064e-01
PD-106,0.000e+00,1.723e-15,5.297e-14,1.303e-12,1.770e-10,1.612e-08,1.438e-05,1.359e-04,8.496e-03,6.211e-02,1.595e-01,2.744e-01
PD-107,0.000e+00,3.177e-16,1.708e-13,1.576e-10,4.541e-07,2.651e-05,4.846e-04,1.208e-03,1.262e-02,7.361e-02,1.730e-01,2.798e-01
PD-107M,0.000e+00,7.011e-17,6.082e-16,1.879e-15,2.190e-15,2.194e-15,5.028e-15,2.714e-14,1.547e-12,1.186e-11,3.414e-11,6.839e-11
PD-108,0.000e+00,9.039e-14,4.001e-11,1.194e-08,2.022e-06,2.267e-05,2.527e-04,6.109e-04,6.331e-03,3.918e-02,9.712e-02,1.629e-01
PD-109,0.000e+00,1.444e-13,1.448e-11,2.253e-09,1.403e-06,1.187e-05,1.034e-04,1.834e-04,2.860e-04,4.353e-04,6.517e-04,9.079e-04
PD-109M,0.000e+00,1.441e-13,1.428e-11,2.094e-09,4.938e-07,7.539e-07,7.531e-07,7.543e-07,8.233e-07,1.217e-06,1.759e-06,2.371e-06
PD-110,0.000e+00,1.094e-11,9.245e-10,4.650e-08,1.505e-06,9.811e-06,9.953e-05,2.392e-04,2.451e-03,1.446e-02,3.455e-02,5.676e-02
PD-111,0.000e+00,1.151e-11,4.323e-10,2.284e-08,1.003e-06,3.586e-06,4.365e-06,4.372e-06,4.470e-06,5.092e-06,6.120e-06,7.443e-06
PD-111M,0.000e+00,9.080e-12,9.206e-11,6.340e-10,9.934e-09,6.072e-08,3.721e-07,4.949e-07,5.548e-07,7.528e-07,1.039e-06,1.375e-06
PD-112,0.000e+00,1.270e-10,8.743e-09,9.605e-08,1.040e-06,6.181e-06,5.324e-05,1.028e-04,1.841e-04,1.955e-04,2.192e-04,2.531e-04
PD-113,0.000e+00,4.917e-10,1.393e-08,7.992e-08,2.185e-07,2.216e-07,2.216e-07,2.216e-07,2.223e-07,2.298e-07,2.496e-07,2.802e-07
PD-114,0.000e+00,6.383e-10,1.148e-08,7.838e-08,3.049e-07,3.243e-07,3.242e-07,3.242e-07,3.234e-07,3.252e-07,3.410e-07,3.702e-07
PD-115,0.000e+00,8.274e-10,9.933e-09,5.187e-08,8.145e-08,8.144e-08,8.142e-08,8.143e-08,8.120e-08,8.131e-08,8.489e-08,9.179e-08
PD-116,0.000e+00,1.117e-09,1.083e-08,2.630e-08,2.779e-08,2.779e-08,2.778e-08,2.778e-08,2.763e-08,2.731e-08,2.798e-08,2.968e-08
PD-117,0.000e+00,1.009e-09,7.692e-09,1.061e-08,1.060e-08,1.060e-08,1.060e-08,1.060e-08,1.052e-08,1.025e-08,1.031e-08,1.075e-08
PD-118,0.000e+00,6.407e-10,3.096e-09,3.471e-09,3.471e-09,3.471e-09,3.470e-09,3.471e-09,3.459e-09,3.444e-09,3.584e-09,3.872e-09
PD-119,0.000e+00,3.372e-10,1.007e-09,1.025e-09,1.025e-09,1.025e-09,1.025e-09,1.025e-09,1.033e-09,1.089e-09,1.201e-09,1.349e-09
PD-120,0.000e+00,1.584e-10,8.511e-10,1.061e-09,1.060e-09,1.060e-09,1.060e-09,1.061e-09,1.059e-09,1.063e-09,1.124e-09,1.238e-09
PD-121,0.000e+00,3.427e-11,5.107e-11,5.107e-11,5.107e-11,5.107e-11,5.108e-11,5.111e-11,5.118e-11,5.203e-11,5.609e-11,6.291e-11
PD-122,0.000e+00,1.236e-11,2.927e-11,2.940e-11,2.940e-11,2.940e-11,2.941e-11,2.943e-11,2.952e-11,3.024e-11,3.293e-11,3.726e-11
PD-123,0.000e+00,1.471e-12,1.647e-12,1.647e-12,1.647e-12,1.647e-12,1.648e-12,1.649e-12,1.654e-12,1.695e-12,1.845e-12,2.084e-12
PD-124,0.000e+00,3.977e-13,5.603e-13,5.603e-13,5.603e-13,5.603e-13,5.604e-13,5.609e-13,5.623e-13,5.750e-13,6.258e-13,7.091e-13
PD-125,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
PD-126,0.000e+00,3.546e-15,3.894e-15,3.894e-15,3.894e-15,3.894e-15,3.895e-15,3.898e-15,3.910e-15,4.018e-15,4.437e-15,5.141e-15
AG-106,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.203e-22,1.718e-21,1.534e-18,1.281e-16,8.121e-16,2.240e-15
AG-107,0.000e+00,0.000e+00,0.000e+00,0.000e+00,2.496e-19,1.227e-16,2.959e-14,1.769e-13,1.850e-11,5.200e-10,2.304e-09,5.022e-09
AG-108,0.000e+00,3.818e-19,3.735e-18,1.991e-17,7.449e-17,1.024e-16,2.274e-15,1.041e-14,2.347e-13,1.688e-12,4.804e-12,9.349e-12
AG-108M,0.000e+00,3.827e-19,3.827e-18,2.296e-17,2.296e-16,1.378e-15,1.402e-14,3.641e-14,2.355e-12,8.664e-11,3.501e-10,7.115e-10
AG-109,0.000e+00,9.519e-18,1.259e-16,9.038e-14,4.863e-09,3.155e-07,2.899e-05,1.363e-04,3.044e-03,2.046e-02,5.070e-02,8.345e-02
AG-109M,0.000e+00,1.010e-17,6.628e-16,4.040e-13,1.146e-09,9.694e-09,8.448e-08,1.499e-07,2.336e-07,3.556e-07,5.323e-07,7.415e-07
AG-110,0.000e+00,2.637e-16,2.331e-15,7.741e-15,1.478e-14,3.524e-13,3.154e-11,1.484e-10,3.358e-09,2.417e-08,6.888e-08,1.341e-07
AG-110M,0.000e+00,2.891e-16,2.891e-15,1.735e-14,1.748e-13,1.641e-12,5.740e-10,6.688e-09,2.024e-06,6.574e-05,3.290e-04,7.974e-04
AG-111,0.000e+00,1.147e-14,1.479e-13,3.249e-11,1.045e-07,4.361e-06,7.636e-05,1.851e-04,1.310e-03,2.434e-03,2.969e-03,3.617e-03
AG-111M,0.000e+00,1.442e-14,8.758e-13,1.928e-10,4.095e-08,1.759e-07,2.136e-07,2.141e-07,2.190e-07,2.496e-07,3.002e-07,3.656e-07
AG-112,0.000e+00,1.356e-11,1.359e-10,8.401e-10,1.095e-08,1.436e-07,5.349e-06,1.397e-05,2.895e-05,3.077e-05,3.450e-05,3.985e-05
AG-113,0.000e+00,2.553e-12,4.684e-10,1.822e-08,7.176e-07,5.002e-06,3.077e-05,4.042e-05,4.244e-05,4.389e-05,4.768e-05,5.353e-05
AG-113M,0.000e+00,1.277e-12,5.982e-11,1.690e-09,1.578e-08,1.636e-08,1.636e-08,1.636e-08,1.641e-08,1.700e-08,1.849e-08,2.077e-08
AG-114,0.000e+00,1.301e-11,2.266e-10,2.553e-09,9.659e-09,1.026e-08,1.026e-08,1.026e-08,1.024e-08,1.031e-08,1.082e-08,1.175e-08
AG-115,0.000e+00,4.096e-11,9.836e-10,2.477e-08,5.262e-07,1.671e-06,1.938e-06,1.939e-06,1.933e-06,1.937e-06,2.024e-06,2.188e-06
AG-115M,0.000e+00,2.880e-11,4.300e-10,4.846e-09,1.051e-08,1.051e-08,1.051e-08,1.051e-08,1.048e-08,1.053e-08,1.102e-08,1.193e-08
AG-116,0.000e+00,1.010e-10,2.283e-09,3.013e-08,1.623e-07,1.799e-07,1.799e-07,1.799e-07,1.790e-07,1.774e-07,1.822e-07,1.933e-07
AG-116M,0.000e+00,9.809e-11,1.803e-09,1.010e-08,1.164e-08,1.164e-08,1.163e-08,1.163e-08,1.158e-08,1.147e-08,1.178e-08,1.250e-08
AG-117,0.000e+00,7.088e-11,3.343e-09,3.187e-08,8.031e-08,8.151e-08,8.148e-08,8.149e-08,8.109e-08,8.032e-08,8.240e-08,8.729e-08
AG-117M,0.000e+00,6.735e-11,2.243e-09,5.204e-09,5.901e-09,5.901e-09,5.899e-09,5.899e-09,5.870e-09,5.815e-09,5.966e-09,6.319e-09
AG-118,0.000e+00,5.079e-10,4.239e-09,6.238e-09,6.236e-09,6.236e-09,6.233e-09,6.233e-09,6.191e-09,6.070e-09,6.152e-09,6.449e-09
AG-118M,0.000e+00,2.844e-10,2.115e-09,2.713e-09,2.712e-09,2.712e-09,2.711e-09,2.712e-09,2.699e-09,2.679e-09,2.758e-09,2.935e-09
AG-119,0.000e+00,8.566e-10,6.975e-09,1.068e-08,1.080e-08,1.080e-08,1.080e-08,1.080e-08,1.077e-08,1.082e-08,1.127e-08,1.210e-08
AG-120,0.000e+00,5.757e-10,1.472e-09,1.554e-09,1.554e-09,1.554e-09,1.554e-09,1.554e-09,1.545e-09,1.521e-09,1.557e-09,1.655e-09
AG-121,0.000e+00,4.859e-10,2.254e-09,2.501e-09,2.501e-09,2.501e-09,2.500e-09,2.501e-09,2.488e-09,2.455e-09,2.527e-09,2.705e-09
AG-122,0.000e+00,4.549e-11,4.682e-11,4.683e-11,4.683e-11,4.683e-11,4.683e-11,4.684e-11,4.664e-11,4.621e-11,4.791e-11,5.169e-11
AG-123,0.000e+00,1.138e-10,2.078e-10,2.077e-10,2.077e-10,2.077e-10,2.077e-10,2.078e-10,2.069e-10,2.053e-10,2.131e-10,2.302e-10
AG-124,0.000e+00,2.702e-11,2.935e-11,2.935e-11,2.935e-11,2.935e-11,2.935e-11,2.936e-11,2.923e-11,2.897e-11,3.009e-11,3.259e-11
AG-125,0.000e+00,9.231e-12,1.103e-11,1.103e-11,1.103e-11,1.103e-11,1.103e-11,1.103e-11,1.101e-11,1.104e-11,1.169e-11,1.292e-11
AG-126,0.000e+00,1.534e-12,1.552e-12,1.552e-12,1.552e-12,1.552e-12,1.552e-12,1.553e-12,1.546e-12,1.532e-12,1.601e-12,1.755e-12
AG-127,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
AG-128,0.000e+00,3.126e-14,3.129e-14,3.129e-14,3.129e-14,3.129e-14,3.129e-14,3.131e-14,3.123e-14,3.134e-14,3.390e-14,3.903e-14
CD-106,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
CD-107,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
CD-108,0.000e+00,9.108e-22,8.962e-20,2.981e-18,1.518e-16,1.399e-15,1.436e-13,1.578e-12,4.773e-10,1.624e-08,8.552e-08,2.158e-07
CD-109,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,4.809e-22,3.109e-19,7.653e-18,2.752e-14,4.586e-12,4.851e-11,1.774e-10
CD-110,0.000e+00,3.800e-18,3.435e-16,8.285e-15,1.757e-13,1.264e-11,1.110e-08,1.314e-07,4.034e-05,1.371e-03,7.226e-03,1.822e-02
CD-111,0.000e+00,1.503e-18,1.569e-17,5.190e-16,1.813e-11,6.365e-09,1.491e-06,8.741e-06,6.997e-04,8.608e-03,2.164e-02,3.488e-02
CD-111M,0.000e+00,1.391e-18,1.390e-17,8.288e-17,7.780e-16,3.368e-15,6.432e-15,1.254e-14,2.070e-12,7.505e-11,4.547e-10,1.356e-09
CD-112,0.000e+00,8.765e-12,8.769e-11,5.274e-10,5.444e-09,4.410e-08,5.167e-06,3.632e-05,1.333e-03,7.994e-03,1.751e-02,2.688e-02
CD-113,0.000e+00,7.363e-15,2.197e-12,3.921e-10,6.883e-08,8.792e-07,2.886e-05,9.587e-05,5.513e-04,6.079e-04,5.761e-04,5.487e-04
CD-113M,0.000e+00,4.573e-12,4.582e-11,2.923e-10,5.767e-09,4.689e-08,7.584e-07,2.261e-06,2.762e-05,1.487e-04,3.226e-04,4.966e-04
CD-114,0.000e+00,1.023e-12,1.457e-10,1.093e-08,6.357e-07,5.340e-06,5.742e-05,1.451e-04,2.244e-03,1.406e-02,3.015e-02,4.504e-02
CD-115,0.000e+00,6.250e-12,1.164e-10,4.508e-09,2.624e-07,3.373e-06,4.597e-05,1.035e-04,3.757e-04,3.952e-04,4.160e-04,4.534e-04
CD-115M,0.000e+00,4.336e-13,2.357e-11,1.450e-09,6.295e-08,4.561e-07,4.935e-06,1.186e-05,1.113e-04,4.250e-04,6.429e-04,7.620e-04
CD-116,0.000e+00,7.943e-12,6.057e-10,2.698e-08,7.377e-07,5.388e-06,5.580e-05,1.343e-04,1.348e-03,6.878e-03,1.412e-02,2.056e-02
CD-117,0.000e+00,2.596e-12,7.082e-10,3.644e-08,5.299e-07,3.118e-06,1.259e-05,1.352e-05,1.349e-05,1.340e-05,1.378e-05,1.463e-05
CD-117M,0.000e+00,2.339e-12,6.364e-10,3.047e-08,3.080e-07,1.750e-06,8.296e-06,9.470e-06,9.504e-06,9.446e-06,9.727e-06,1.033e-05
CD-118,0.000e+00,1.763e-10,7.263e-09,8.872e-08,9.283e-07,4.089e-06,7.282e-06,7.280e-06,7.239e-06,7.146e-06,7.297e-06,7.695e-06
CD-119,0.000e+00,2.060e-10,4.045e-09,4.146e-08,3.388e-07,6.461e-07,6.552e-07,6.552e-07,6.520e-07,6.459e-07,6.624e-07,7.012e-07
CD-119M,0.000e+00,2.057e-10,4.005e-09,3.890e-08,1.956e-07,2.231e-07,2.230e-07,2.230e-07,2.219e-07,2.199e-07,2.255e-07,2.387e-07
CD-120,0.000e+00,9.119e-10,1.334e-08,6.626e-08,1.211e-07,1.211e-07,1.210e-07,1.211e-07,1.204e-07,1.189e-07,1.215e-07,1.282e-07
CD-121,0.000e+00,1.097e-09,1.115e-08,2.871e-08,3.041e-08,3.041e-08,3.040e-08,3.040e-08,3.023e-08,2.983e-08,3.045e-08,3.211e-08
CD-122,0.000e+00,1.507e-09,9.193e-09,1.281e-08,1.283e-08,1.283e-08,1.282e-08,1.282e-08,1.274e-08,1.253e-08,1.274e-08,1.340e-08
CD-123,0.000e+00,1.345e-09,1.033e-08,1.822e-08,1.838e-08,1.837e-08,1.837e-08,1.837e-08,1.825e-08,1.794e-08,1.825e-08,1.921e-08
CD-124,0.000e+00,1.403e-09,1.201e-08,3.293e-08,3.615e-08,3.614e-08,3.613e-08,3.613e-08,3.587e-08,3.508e-08,3.549e-08,3.720e-08
CD-125,0.000e+00,6.751e-10,1.934e-09,1.962e-09,1.962e-09,1.962e-09,1.961e-09,1.961e-09,1.953e-09,1.942e-09,2.008e-09,2.151e-09
CD-126,0.000e+00,7.352e-10,3.686e-09,4.381e-09,4.381e-09,4.381e-09,4.379e-09,4.379e-09,4.344e-09,4.231e-09,4.268e-09,4.475e-09
CD-127,0.000e+00,2.477e-10,3.807e-10,3.807e-10,3.807e-10,3.807e-10,3.806e-10,3.805e-10,3.774e-10,3.680e-10,3.744e-10,3.994e-10
CD-128,0.000e+00,1.351e-10,3.236e-10,3.251e-10,3.251e-10,3.251e-10,3.250e-10,3.250e-10,3.216e-10,3.099e-10,3.109e-10,3.279e-10
CD-129,0.000e+00,1.676e-11,1.923e-11,1.923e-11,1.923e-11,1.923e-11,1.923e-11,1.923e-11,1.916e-11,1.906e-11,2.012e-11,2.240e-11
CD-130,0.000e+00,4.466e-11,6.087e-11,6.087e-11,6.087e-11,6.087e-11,6.085e-11,6.084e-11,6.018e-11,5.768e-11,5.694e-11,5.843e-11
CD-131,0.000e+00,1.533e-12,1.538e-12,1.538e-12,1.538e-12,1.538e-12,1.537e-12,1.538e-12,1.525e-12,1.482e-12,1.497e-12,1.574e-12
CD-132,0.000e+00,1.560e-13,1.573e-13,1.573e-13,1.573e-13,1.573e-13,1.572e-13,1.573e-13,1.561e-13,1.523e-13,1.546e-13,1.634e-13
IN-113,0.000e+00,3.415e-20,6.527e-19,1.471e-17,2.251e-15,1.230e-13,1.824e-11,1.314e-10,1.788e-08,4.712e-07,1.949e-06,4.043e-06
IN-113M,0.000e+00,2.530e-19,2.529e-18,1.513e-17,1.467e-16,7.446e-16,2.145e-15,2.179e-15,2.219e-15,2.474e-15,2.820e-15,3.186e-15
IN-114,0.000e+00,1.335e-18,1.279e-17,6.113e-17,1.388e-16,1.393e-16,1.501e-16,2.149e-16,1.058e-14,3.237e-13,1.667e-12,4.263e-12
IN-114M,0.000e+00,1.313e-18,1.313e-17,7.876e-17,7.876e-16,4.725e-15,4.793e-14,1.264e-13,2.076e-11,2.426e-09,1.949e-08,5.866e-08
IN-115,0.000e+00,7.722e-17,2.982e-15,9.587e-14,1.412e-11,1.263e-09,1.142e-06,1.028e-05,7.890e-04,4.451e-03,7.168e-03,8.160e-03
IN-115M,0.000e+00,1.132e-12,1.132e-11,6.813e-11,9.198e-10,2.139e-08,1.915e-06,6.426e-06,3.028e-05,3.181e-05,3.349e-05,3.650e-05
IN-116,0.000e+00,1.543e-15,1.249e-14,3.048e-14,3.218e-14,3.401e-14,1.709e-12,1.514e-11,1.175e-09,7.097e-09,1.314e-08,1.770e-08
IN-116M,0.000e+00,1.581e-15,1.579e-14,9.427e-14,8.906e-13,4.032e-12,3.100e-10,2.735e-09,2.121e-07,1.281e-06,2.373e-06,3.196e-06
IN-117,0.000e+00,1.580e-16,6.974e-14,3.604e-11,3.645e-09,1.200e-07,2.926e-06,3.514e-06,3.501e-06,3.478e-06,3.580e-06,3.802e-06
IN-117M,0.000e+00,2.091e-16,1.862e-13,9.851e-11,1.245e-08,4.321e-07,9.352e-06,1.170e-05,1.175e-05,1.167e-05,1.201e-05,1.275e-05
IN-118,0.000e+00,3.190e-13,6.172e-12,1.494e-10,1.540e-09,6.779e-09,1.207e-08,1.206e-08,1.199e-08,1.184e-08,1.209e-08,1.275e-08
IN-118M,0.000e+00,3.224e-13,3.187e-12,1.794e-11,9.816e-11,1.244e-10,1.257e-10,1.261e-10,1.295e-10,1.502e-10,1.768e-10,2.038e-10
IN-119,0.000e+00,3.081e-12,5.825e-11,1.974e-09,6.202e-08,9.851e-08,1.009e-07,1.009e-07,1.004e-07,9.939e-08,1.019e-07,1.078e-07
IN-119M,0.000e+00,3.208e-12,7.984e-11,3.519e-09,2.472e-07,1.534e-06,1.886e-06,1.887e-06,1.877e-06,1.859e-06,1.907e-06,2.018e-06
IN-120,0.000e+00,1.759e-11,5.457e-10,1.191e-08,5.397e-08,5.387e-08,5.385e-08,5.385e-08,5.356e-08,5.296e-08,5.416e-08,5.718e-08
IN-120M,0.000e+00,1.597e-11,2.948e-10,2.090e-09,3.738e-09,3.737e-09,3.735e-09,3.735e-09,3.716e-09,3.674e-09,3.757e-09,3.967e-09
IN-121,0.000e+00,7.481e-11,2.783e-09,3.491e-08,5.663e-08,5.663e-08,5.661e-08,5.661e-08,5.630e-08,5.564e-08,5.687e-08,6.000e-08
IN-121M,0.000e+00,8.158e-11,1.299e-09,1.558e-08,9.142e-08,1.065e-07,1.065e-07,1.065e-07,1.059e-07,1.046e-07,1.066e-07,1.120e-07
IN-122,0.000e+00,2.204e-10,6.439e-09,2.436e-08,2.520e-08,2.520e-08,2.519e-08,2.519e-08,2.504e-08,2.468e-08,2.514e-08,2.646e-08
IN-122M,0.000e+00,1.043e-10,2.790e-10,2.818e-10,2.818e-10,2.818e-10,2.816e-10,2.816e-10,2.813e-10,2.851e-10,2.968e-10,3.146e-10
IN-123,0.000e+00,3.038e-10,4.208e-09,1.221e-08,1.245e-08,1.245e-08,1.244e-08,1.244e-08,1.237e-08,1.220e-08,1.245e-08,1.310e-08
IN-123M,0.000e+00,2.826e-10,3.590e-09,2.280e-08,4.298e-08,4.296e-08,4.295e-08,4.295e-08,4.274e-08,4.240e-08,4.341e-08,4.575e-08
IN-124,0.000e+00,1.087e-09,6.207e-09,1.165e-08,1.218e-08,1.218e-08,1.218e-08,1.218e-08,1.210e-08,1.187e-08,1.201e-08,1.254e-08
IN-125,0.000e+00,7.295e-10,4.035e-09,4.429e-09,4.429e-09,4.429e-09,4.427e-09,4.427e-09,4.416e-09,4.435e-09,4.611e-09,4.928e-09
IN-125M,0.000e+00,7.568e-10,7.101e-09,1.637e-08,1.703e-08,1.703e-08,1.702e-08,1.702e-08,1.699e-08,1.712e-08,1.784e-08,1.906e-08
IN-126,0.000e+00,2.881e-09,8.977e-09,9.523e-09,9.523e-09,9.523e-09,9.519e-09,9.517e-09,9.446e-09,9.238e-09,9.295e-09,9.644e-09
IN-127,0.000e+00,1.929e-09,6.720e-09,6.933e-09,6.933e-09,6.933e-09,6.930e-09,6.929e-09,6.879e-09,6.744e-09,6.820e-09,7.129e-09
IN-127M,0.000e+00,2.084e-09,1.078e-08,1.266e-08,1.266e-08,1.266e-08,1.265e-08,1.265e-08,1.256e-08,1.231e-08,1.245e-08,1.301e-08
IN-128,0.000e+00,4.938e-09,2.500e-08,2.962e-08,2.962e-08,2.962e-08,2.960e-08,2.960e-08,2.927e-08,2.811e-08,2.768e-08,2.825e-08
IN-129,0.000e+00,2.398e-09,4.155e-09,4.154e-09,4.154e-09,4.154e-09,4.152e-09,4.152e-09,4.111e-09,3.975e-09,3.965e-09,4.113e-09
IN-130,0.000e+00,3.594e-09,4.956e-09,4.956e-09,4.956e-09,4.955e-09,4.953e-09,4.951e-09,4.888e-09,4.644e-09,4.506e-09,4.525e-09
IN-131,0.000e+00,8.597e-10,9.546e-10,9.546e-10,9.546e-10,9.546e-10,9.541e-10,9.539e-10,9.414e-10,8.926e-10,8.656e-10,8.707e-10
IN-132,0.000e+00,1.039e-10,1.042e-10,1.042e-10,1.042e-10,1.042e-10,1.041e-10,1.041e-10,1.027e-10,9.692e-11,9.343e-11,9.340e-11
IN-133,0.000e+00,6.689e-12,6.704e-12,6.704e-12,6.704e-12,6.704e-12,6.702e-12,6.701e-12,6.627e-12,6.341e-12,6.254e-12,6.419e-12
IN-134,0.000e+00,1.237e-13,1.237e-13,1.237e-13,1.237e-13,1.237e-13,1.237e-13,1.237e-13,1.234e-13,1.227e-13,1.284e-13,1.400e-13
SN-112,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
SN-113,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
SN-113M,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
SN-114,0.000e+00,6.229e-21,6.053e-19,1.872e-17,6.438e-16,4.535e-15,4.773e-14,1.309e-13,2.889e-11,4.203e-09,4.163e-08,1.431e-07
SN-115,0.000e+00,9.376e-19,9.375e-17,3.380e-15,4.115e-13,4.296e-11,4.333e-08,3.927e-07,3.131e-05,2.175e-04,4.626e-04,6.815e-04
SN-116,0.000e+00,3.862e-17,3.340e-15,6.501e-14,9.751e-13,7.477e-12,1.447e-09,3.239e-08,3.599e-05,1.467e-03,5.762e-03,1.124e-02
SN-117,0.000e+00,2.651e-20,6.340e-17,2.822e-13,3.189e-10,6.831e-08,2.471e-05,1.007e-04,1.306e-03,6.791e-03,1.396e-02,2.034e-02
SN-117M,0.000e+00,3.004e-21,3.004e-20,1.805e-19,1.862e-18,1.341e-17,2.642e-15,1.318e-13,1.668e-09,2.911e-07,1.820e-06,4.639e-06
SN-118,0.000e+00,2.299e-14,3.311e-12,5.443e-10,6.505e-08,1.922e-06,5.295e-05,1.373e-04,1.442e-03,7.369e-03,1.509e-02,2.193e-02
SN-119,0.000e+00,1.302e-14,1.255e-12,2.156e-10,1.137e-07,3.272e-06,5.455e-05,1.349e-04,1.378e-03,7.040e-03,1.444e-02,2.102e-02
SN-119M,0.000e+00,5.794e-15,1.081e-13,9.480e-12,4.166e-09,6.805e-08,8.222e-07,1.996e-06,1.999e-05,9.814e-05,1.934e-04,2.746e-04
SN-120,0.000e+00,2.030e-12,3.154e-10,1.961e-08,8.385e-07,5.885e-06,6.039e-05,1.452e-04,1.457e-03,7.421e-03,1.520e-02,2.209e-02
SN-121,0.000e+00,1.671e-12,2.819e-10,2.630e-08,8.942e-07,6.128e-06,5.616e-05,1.142e-04,2.459e-04,2.428e-04,2.482e-04,2.617e-04
SN-121M,0.000e+00,7.044e-13,7.044e-12,4.226e-11,4.226e-10,2.536e-09,2.536e-08,6.087e-08,6.122e-07,3.212e-06,6.770e-06,1.002e-05
SN-122,0.000e+00,4.112e-11,2.959e-09,7.572e-08,1.097e-06,6.753e-06,6.784e-05,1.629e-04,1.633e-03,8.312e-03,1.701e-02,2.470e-02
SN-123,0.000e+00,1.282e-10,1.499e-09,1.574e-08,2.833e-07,1.810e-06,1.828e-05,4.383e-05,4.288e-04,1.958e-03,3.522e-03,4.618e-03
SN-123M,0.000e+00,4.160e-11,2.546e-09,6.369e-08,9.007e-07,3.796e-06,5.922e-06,5.922e-06,5.890e-06,5.821e-06,5.946e-06,6.263e-06
SN-124,0.000e+00,3.141e-10,1.011e-08,1.302e-07,1.657e-06,1.015e-05,1.019e-04,2.447e-04,2.452e-03,1.245e-02,2.537e-02,3.668e-02
SN-125,0.000e+00,9.637e-10,1.180e-08,8.133e-08,8.392e-07,5.042e-06,4.977e-05,1.170e-04,8.675e-04,1.682e-03,1.811e-03,1.934e-03
SN-125M,0.000e+00,5.266e-10,1.168e-08,1.127e-07,9.504e-07,1.832e-06,1.860e-06,1.860e-06,1.856e-06,1.869e-06,1.944e-06,2.073e-06
SN-126,0.000e+00,2.781e-09,5.142e-08,3.718e-07,3.835e-06,2.307e-05,2.309e-04,5.541e-04,5.555e-03,2.838e-02,5.819e-02,8.450e-02
SN-127,0.000e+00,4.600e-09,7.138e-08,5.150e-07,5.184e-06,2.730e-05,9.355e-05,9.709e-05,9.663e-05,9.587e-05,9.793e-05,1.028e-04
SN-127M,0.000e+00,4.286e-09,4.232e-08,2.371e-07,1.248e-06,1.536e-06,1.535e-06,1.535e-06,1.530e-06,1.533e-06,1.576e-06,1.656e-06
SN-128,0.000e+00,2.631e-08,2.888e-07,1.846e-06,1.776e-05,8.113e-05,1.602e-04,1.603e-04,1.588e-04,1.540e-04,1.527e-04,1.558e-04
SN-129,0.000e+00,1.791e-08,1.902e-07,1.098e-06,7.503e-06,1.239e-05,1.243e-05,1.243e-05,1.233e-05,1.201e-05,1.199e-05,1.232e-05
SN-129M,0.000e+00,2.806e-08,2.871e-07,1.539e-06,5.959e-06,6.357e-06,6.353e-06,6.352e-06,6.280e-06,6.021e-06,5.892e-06,5.942e-06
SN-130,0.000e+00,7.663e-08,7.907e-07,4.396e-06,2.185e-05,2.586e-05,2.584e-05,2.584e-05,2.555e-05,2.452e-05,2.404e-05,2.431e-05
SN-131,0.000e+00,8.269e-08,7.947e-07,3.686e-06,7.617e-06,7.627e-06,7.623e-06,7.621e-06,7.523e-06,7.146e-06,6.922e-06,6.929e-06
SN-132,0.000e+00,5.068e-08,4.703e-07,1.911e-06,2.956e-06,2.956e-06,2.954e-06,2.953e-06,2.911e-06,2.745e-06,2.636e-06,2.618e-06
SN-133,0.000e+00,1.193e-08,3.146e-08,3.174e-08,3.174e-08,3.174e-08,3.172e-08,3.172e-08,3.125e-08,2.939e-08,2.816e-08,2.796e-08
SN-134,0.000e+00,8.045e-10,1.438e-09,1.437e-09,1.437e-09,1.437e-09,1.436e-09,1.436e-09,1.419e-09,1.352e-09,1.324e-09,1.351e-09
